Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR601,NA,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Irish Dairy,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Calumet County,WISCONSIN,US,,,,64801,05/06/2010,08/11/2011,View,View,
CAR901,NA,,Honeywell International Inc.,Honeywell International Inc.,Honeywell ODS Destruction Project,Honeywell International Inc.,MGM Innova Consulting Inc.,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,128072,10/20/2011,02/22/2012,View,View,
CAR681,NA,,Northeast Wilderness Trust,Northeast Wilderness Trust,Howland Research Forest,,,,Improved Forest Management,Transitioned,Not ARB Eligible,Penobscot County,MAINE,US,,,,48852,12/19/2013,03/13/2015,View,View,www.forestcarbonpartners.com
CAR1341,CAOD6341,,Hudson Technologies Company,Hudson Technologies Company,Hudson Tech 2019-4,Hudson Technologies Company,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active Registry Project,East Liverpool,OHIO,US,,,,73462,05/21/2019,07/29/2019,View,View,
CAR1367,CAOD6367,,Hudson Technologies Company,Hudson Technologies Company,Hudson Tech 2019-5,Hudson Technologies Company,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active Registry Project,East Liverpool,OHIO,US,,,,58918,06/25/2019,09/10/2019,View,View,
CAR1353,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Hueyapan,Hueyapan - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Cuautepec de Hinojosa;Hueyapan,HIDALGO,MX,,,,1593,06/25/2019,03/09/2021,View,View,
CAR1339,CAFR6339,,Peak Carbon LLC,Peak Carbon LLC,Humboldt Mixed Forest Improvement Project,Green Diamond Resource Company,Peak Carbon LLC,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt and Del Norte Counties,CALIFORNIA,US,,,,2895502,06/13/2019,02/14/2020,View,View,
CAR1002,CALS5025,,"Native, a Public Benefit Corporation","Native, a Public Benefit Corporation",Ideal Family Farms Digester Project,"JMA Farms, LLC.","NativeEnergy, Inc.",,Livestock - ARB Compliance,Registered,Active ARB Project,Beavertown,PENNSYLVANIA,US,,,,44622,09/05/2013,01/31/2015,View,View,
CAR776,NA,,IESI LA Landfill Corporation,IESI LA Landfill Corporation,IESI-Trinity LaSalle/Grant Carbon Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,LaSalle Parish,LOUISIANA,US,,,,88464,09/02/2010,04/05/2013,View,View,
CAR838,NA,,Timber Ridge Landfill Company,Timber Ridge Landfill Company,IESI-Trinity Timber Ridge Landfill Carbon Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Washington County, MO",MISSOURI,US,,,,563854,06/09/2011,05/02/2013,View,View,
CAR812,NA,,IESI LA Landfill Corporation,IESI LA Landfill Corporation,IESI-Trinity Timberlane Carbon Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Allen Parish,LOUISIANA,US,,,,165813,03/17/2011,03/28/2013,View,View,
CAR558,NA,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Indian River County Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Indian River County,FLORIDA,US,,,,173056,09/28/2011,06/15/2012,View,View,http://www.ircwaste.com/
CAR1334,NA,,Indigo Ag,Indigo Ag,Indigo Ag Nitrogen Management,,,,Nitrogen Management,Completed,Not ARB Eligible,"AZ, AR, CA, CO, ID, IL, IN, IA, KS, KY, MI, MN, MO, MT, NE, NC, ND, NY, OH, OK, OR, PA, SD, TN, TX, VA, WA, WI, WY",KANSAS,US,,,,,04/08/2019,,View,View,
CAR1459,NA,,Indigo Ag,Indigo Ag,Indigo U.S. Project No.1,,,,Soil Enrichment,Registered,Not ARB Eligible,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,,,133614,12/18/2020,06/29/2022,View,View,www.indigocarbon.com
CAR1600,NA,CARC1598,Toroto SAPI de CV,Ing. Eugenio Echeverria Castellot N° 2,Ing. Eugenio Echeverria Castellot N° 2,,,,Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,08/06/2022,,View,View,www.toroto.mx/en/projects
CAR397,NA,,EcoSecurities International Limited,EcoSecurities International Limited,"Intrepid Technology Resources, Inc. Anaerobic Digester at the Westpoint Dairy",,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Wendell,IDAHO,US,,,Moved to completed 3/14/2013 (missed annual reporting requirement),9303,08/13/2008,07/31/2009,View,View,
CAR396,NA,,EcoSecurities International Limited,EcoSecurities International Limited,"Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm",,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Rupert,IDAHO,US,,,Moved to completed 3/14/2013 (missed annual reporting requirement),31193,08/13/2008,07/31/2009,View,View,
CAR1289,CAOD5399,,"Irony, LLC","Irony, LLC",Irony,Irony LLC,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,Bowling Green,OHIO,US,,,,8330,08/27/2018,12/17/2018,View,View,
CAR1366,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Ixtula y Sembo,Ixtula y Sembo - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Huasca de Ocampo; El Zembo,HIDALGO,MX,,,,1040,06/24/2019,02/25/2021,View,View,
CAR880,NA,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Johnston County Landfill Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Johnston County, NC",NORTH CAROLINA,US,,,,203225,07/21/2011,02/18/2014,View,View,
CAR646,NA,,AMC Maine Woods Initiative LLC,AMC Maine Woods Initiative LLC,Katahdin Iron Works Ecological Reserve,,,"S&A Carbon, LLC",Improved Forest Management,Registered,Not ARB Eligible,"Piscataquis County, Maine; east of Greenville",MAINE,US,,,Credits may only be used in voluntary offset market; not CARB eligible. Contact Reserve for details,173619,02/11/2011,01/29/2014,View,View,www.outdoors.org
CAR522,NA,,"Advanced Disposal Services Blue Ridge Landfill, Inc.","Advanced Disposal Services Blue Ridge Landfill, Inc.",Kentucky Blue Ridge Landfill,,,"GHD Services, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Irvine,KENTUCKY,US,,,,264696,11/19/2009,09/30/2010,View,View,
CAR1489,CAFR5377,,Yurok Tribe,Yurok Tribe,Kepel Creek Improvement Forest Management Project,Yurok Tribe,None,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Klamath,CALIFORNIA,US,,,Project has been transferred from ACR377,,12/09/2021,,View,View,
CAR621,NA,,Kimble Company,Kimble Company,Kimble Sanitary Landfill Gas Project,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Dover,OHIO,US,,,,1535267,04/22/2010,09/28/2011,View,View,
CAR1614,CAFR6614,,Acer Klamath Forest LLC,Acer Klamath Forest LLC,Klamath Forest Carbon Project,Acer Klamath Forest LLC,None,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,"Siskiyou County, CA and Jackson County, OR",CALIFORNIA,US,,,,,09/19/2022,,View,View,
CAR761,NA,,"L and D Landfill, Limited Partnership","L and D Landfill, Limited Partnership",L and D Landfill Methane Destruction Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Sacramento,CALIFORNIA,US,,,,125797,07/01/2010,,View,View,
CAR1355,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido La Estancia,La Estancia - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Singuilucan; La Estancia,HIDALGO,MX,,,,2014,06/24/2019,02/25/2021,View,View,
CAR1485,NA,CARC1478,Toroto SAPI de CV,La Gloria de Gante,La Gloria de Gante,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Municipio de Tapachula,CHIAPAS,MX,,,,,04/13/2021,,View,View,www.guadalupezaju.com
CAR1019,NA,,Energía Renovable de Cuautla S.A. de C.V.,Energía Renovable de Cuautla S.A. de C.V.,LA PERSEVERANCIA BIOGAS PLANT,,,,Landfill - MX,Registered,Not ARB Eligible,CUAUTLA,MORELOS,MX,,,,62745,10/22/2013,07/18/2018,View,View,
CAR1568,NA,,Toroto SAPI de CV,Ejido Laguna Om,Laguna Om,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,Othón P Blanco,QUINTANA ROO,MX,,,,,06/01/2022,,View,View,www.toroto.mx/en/projects
CAR1294,CALS5394,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Lakeshore Dairy,"Lakeshore Dairy, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,"Wilson, NY",NEW YORK,US,,,,14632,02/17/2018,09/15/2020,View,View,
CAR1316,CALS6316,,"California Bioenergy, LLC","California Bioenergy, LLC",Lakeview Farms Dairy,ABEC #3 LLC,California Bioenergy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,Bakersfield,CALIFORNIA,US,,,,81777,09/05/2018,09/03/2019,View,View,http://calbioenergy.com/
CAR1253,CALS5319,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Lambs Dairy Digester,"Lamb Farms, Inc.","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,"Oakfield, New York",NEW YORK,US,,,,42579,02/23/2017,05/23/2018,View,View,
CAR509,NA,,"Larimer Energy, LLC","Larimer Energy, LLC",Larimer County Landfill Gas Project,,,"GHD Services, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Larimer County, Colorado",COLORADO,US,,,,142107,10/30/2009,03/30/2011,View,View,
CAR1354,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Las Puentes y Anexos,Las Puentes y Anexos - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Cuautepec de Hinojosa; Las Puentes,HIDALGO,MX,,,,6424,06/24/2019,02/25/2021,View,View,
CAR1408,CAFR6408,,Sierra Pacific Industries,Sierra Pacific Industries,Lassen,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Shasta County,CALIFORNIA,US,,,Project combined with CAR1402 and CAR1407,430662,08/17/2020,06/07/2022,View,View,
CAR1274,CALS5374,,"3Degrees Group, Inc","3Degrees Group, Inc",Lawnhurst Farms Methane Reduction Project,"3Degrees Group, Inc",None,,Livestock - ARB Compliance,Registered,Active ARB Project,Ontario County,NEW YORK,US,,,,33378,09/20/2017,02/27/2020,View,View,
CAR1050,NA,,City of Lawton,City of Lawton,Lawton GCCS,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"City of Lawton, Comanche County",OKLAHOMA,US,,,,279817,02/04/2014,09/25/2015,View,View,
CAR445,NA,,Lancaster County Solid Waste Management Authority,Lancaster County Solid Waste Management Authority,LCSWMA Landfill Gas-to-Energy Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Conestoga,PENNSYLVANIA,US,,,,415917,05/04/2009,01/15/2010,View,View,www.lcswma.org
CAR1096,NA,,ClimeCo LLC,ClimeCo LLC,Lenz Composting,,,"Agri-Waste Technology, Inc.",Organic Waste Composting,Registered,Not ARB Eligible,5210 SR 532 Stanwood WA 98292 (Snohomish County),WASHINGTON,US,,,,79651,10/10/2014,12/30/2015,View,View,
CAR1259,NA,CARC1394,Climate Trust Capital Fund I LP,The Nature Conservancy,Lightning Creek Ranch,,,SCS Global Services,Avoided Grassland Conversion,Registered,Not ARB Eligible,Wallowa County,OREGON,US,,,,17588,05/10/2017,12/17/2019,View,View,
CAR1077,CALS5075,,"CSE Operating II, LLC","CSE Operating II, LLC",Linde,"CSE Operating II, LLC",None,,Livestock - ARB Compliance,Completed,Terminated,"White, S. Dakota",SOUTH DAKOTA,US,,,,2975,07/08/2014,04/06/2015,View,View,
CAR634,NA,,"CSE Operating II, LLC","CSE Operating II, LLC",Linde Dairy,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Brookings County; White, SD",SOUTH DAKOTA,US,,,,7171,04/18/2011,12/01/2011,View,View,
CAR590,NA,,Sempervirens Fund,Sempervirens Fund,Lompico Forest Carbon Project,,,"Environmental Services, Inc.",Improved Forest Management,Registered,Not ARB Eligible,Santa Cruz County,CALIFORNIA,US,,,,17172,01/28/2010,08/27/2010,View,View,www.sempervirens.org
CAR1361,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Los Romeros,Los Romeros - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Santiago Tulantepec; Los Romeros,HIDALGO,MX,,,,3472,06/24/2019,03/09/2021,View,View,
CAR1554,CAFR6554,,"Restoration Forestry, Inc.","Restoration Forestry, Inc.",Lost Coast Forestlands Improved Forest Management Project,"Lost Coast Forestlands, LLC.",None,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Listed,Proposed Project,Humboldt and Mendocino Counties,CALIFORNIA,US,,,,,04/01/2022,,View,View,
CAR455,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",LP Gill Landfill Gas Recovery Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Jackson,NEBRASKA,US,,,,394615,05/06/2009,11/11/2009,View,View,
CAR1332,CAFR6332,,"Spatial Informatics Group, LLC","Spatial Informatics Group, LLC",Lubrecht Experimental Forest Carbon Project,Montana Forest & Conservation Experiment Station (MFCES),Spatial Informatics Group LLC,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Missoula County,MONTANA,US,,,,774633,04/04/2019,09/18/2020,View,View,
CAR694,NA,,City of Arcata,City of Arcata,Lucchesi Tract,,,,Improved Forest Management,Registered,Not ARB Eligible,Humboldt County,CALIFORNIA,US,,,,23001,01/13/2012,09/13/2012,View,View,cityofarcata.org
CAR998,NA,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Maas Energy Works Van Warmerdam Dairy Digester,The Climate Trust,None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Galt, CA",CALIFORNIA,US,,,,45682,09/16/2013,12/04/2015,View,View,
CAR566,NA,,"Mahoning Landfill, Inc.","Mahoning Landfill, Inc.",Mahoning Landfill,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,New Springfield,OHIO,US,,,,549968,04/14/2011,12/14/2011,View,View,
CAR1180,CAFR5280,,"Mailliard Ranch, a California Limited Partnership","Mailliard Ranch, a California Limited Partnership",Mailliard Ranch,Mailliard Ranch,James D. Clark,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,,1182019,10/28/2015,04/27/2017,View,View,
CAR1428,NA,,FUNDACION SAN CRISANTO,EJIDO SAN CRISANTO,Manglares San Crisanto,,,,Forestry - MX,Registered,Not ARB Eligible,Beach,YUCATÁN,MX,,,,13349,07/31/2020,05/03/2022,View,View,https://www.facebook.com/loriapalm/
CAR1429,NA,,EJIDO URSULO GALVAN,EJIDO URSULO GALVAN,Manglares Ursulo Galvan,,,,Forestry - MX,Registered,Not ARB Eligible,Basin,TABASCO,MX,,,,5192,07/31/2020,11/29/2022,View,View,https://www.facebook.com/search/top?q=ejido%20%C3%BArsulo%20galv%C3%A1n
CAR521,NA,,"Advanced Disposal Services Maple Hill Landfill, LLC","Advanced Disposal Services Maple Hill Landfill, LLC",Maple Hill Landfill,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Macon,MISSOURI,US,,,Project moved to completed on 9/16/2014 due to missing the continuous reporting requirement,419824,05/28/2019,02/16/2011,View,View,
CAR762,NA,,"Maple Leaf Dairy, Inc","Maple Leaf Dairy, Inc",Maple Leaf Dairy East,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cleveland,WISCONSIN,US,,,,2762,06/24/2010,12/18/2015,View,View,
CAR1156,CALS5156,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Maple Leaf Dairy East,"Maple Leaf Dairy, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,Manitowoc County,WISCONSIN,US,,,,22936,02/24/2015,07/18/2016,View,View,
CAR1155,CALS5155,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Maple Leaf Dairy West,"Maple Leaf Dairy, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,Manitowoc County,WISCONSIN,US,,,,65794,02/24/2015,07/18/2016,View,View,
CAR1007,NA,,"Maple Leaf Dairy, Inc","Maple Leaf Dairy, Inc",Maple Leaf Dairy West,"Maple Leaf Dairy, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Cleveland, Manitowoc County",WISCONSIN,US,,,,20464,07/30/2013,12/17/2015,View,View,
CAR1111,CAFR5111,,Sierra Pacific Industries,Sierra Pacific Industries,Marble Creek,sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,North east of Oroville Lake,CALIFORNIA,US,,,,,07/24/2015,,View,View,
CAR1409,CAFR6409,,Sierra Pacific Industries,Sierra Pacific Industries,Martell,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Calaveras County,CALIFORNIA,US,,,"Project combined with CAR1386, CAR1404, CAR1405, and CAR1406",293284,08/17/2020,06/07/2022,View,View,
CAR591,NA,,City of Martinsville,City of Martinsville,Martinsville Methane Collection Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"225 Arden Circle, Martinsville, VA 24112",VIRGINIA,US,,,,68767,02/11/2010,03/30/2011,View,View,
CAR1261,NA,,"Ducks Unlimited, Inc.","Ducks Unlimited, Inc.",May Ranch Avoided Grassland Conversion,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,"Prowers County, CO; NE of Lamar, CO",COLORADO,US,,,,49184,05/11/2017,06/22/2018,View,View,NA
CAR429,NA,,"Bascom Pacific, LLC","Bascom Pacific, LLC",McCloud River,,,,Conservation-Based Forest Management,Registered,Not ARB Eligible,Shasta and Siskiyou Counties,CALIFORNIA,US,,,,451927,01/17/2009,11/01/2013,View,View,
CAR409,NA,,"Montauk Energy Capital, LLC","Montauk Energy Capital, LLC",McKinney Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Dallas, Texas",TEXAS,US,,,,655611,11/06/2008,06/03/2009,View,View,www.montaukenergy.com
CAR437,NA,,Environmental Trust Company,Environmental Trust Company,Meadow Branch Landfill,,,SCS Global Services,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Athens,TENNESSEE,US,,,,88287,11/11/2009,01/27/2010,View,View,
CAR1425,NA,,Southern Plains Land Trust,Southern Plains Land Trust,Medford Spring Grassland Conservation,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,"Bent County, Colorado",COLORADO,US,,,,9941,07/09/2020,12/02/2020,View,View,southernplains.org
CAR815,NA,,"Kent and Sorensen Overseas, SA de CV","Kent and Sorensen Overseas, SA de CV",Methane Recovery in G-06 Swine Farm,"Kent and Sorensen Overseas, SA de CV",None,,Livestock - MX,Completed,Not ARB Eligible,"Conkal, Yucatan",YUCATÁN,MX,,,Project moved to a status of completed for failing to maintain the Reserve's reporting requirements,575,03/17/2011,02/09/2012,View,View,www.kentsorensen.com
CAR1651,NA,CARC1397,The Climate Trust,"Middle Fork Land and Livestock, Inc",Middle Fork I Avoided Grassland Conversion,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Rosebud County,MONTANA,US,,,,,11/04/2022,,View,View,
CAR1653,NA,CARC1397,The Climate Trust,"Middle Fork Land and Livestock, Inc",Middle Fork II Avoided Grassland Conversion,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Rosebud County,MONTANA,US,,,,,11/04/2022,,View,View,
